#SampleID,physical_specimen_remaining,qiita_study_id,env_biome,env_feature,sample_type,longitude,latitude,description
2104.CP102,FALSE,2104,urban biome,park,soil,-73.97012,40.76973,soil
10246.BO2.I1,FALSE,10246,tundra biome,tundra,soil,70.12895,73.3094,tundra sample BO2-I1
14989.soil.face.SHSU.2017.043.2017.12.19.day20,FALSE,14989,urban biome,research facility,soil,95.476,30.745,11489.soil.face.SHSU.2017.043.2017.12.19.day20
2378.mass.50kg.9.2,FALSE,2378,"Temperate grasslands, savannas, and shrubland biome",farm soil,soil,-96.682,40.81,mass.50kg.9.2
11116.I26A073.1197926,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample C29A65
10278.T8.F2.5,FALSE,10278,flooded grassland biome,fen,peat,-4.294913,53.310738,peat.timepoint8.fen.5cm.control
11116.U453A62.1194704,FALSE,11116,cropland biome,plant-associated habitat,soil,-88.207,40.111,sample I04A073
11116.U529A62.1197046,FALSE,11116,cropland biome,plant-associated habitat,soil,-88.207,40.111,sample U529A62
14989.soil.hip.UTK.K016.03.2016.05.19.day14,FALSE,14989,dense settlement biome,research facility,soil,-83.939774,35.940959,11271.soil.hip.UTK.K016.03.2016.05.19.day14
10143.016.5.13.2013.Soil.LArmpit.SiteF,TRUE,10143,urban biome,research facility,soil,-95.55,30.71308,016.5.13.2013.Soil.LArmpit.SiteF
2024.birth.MNIH50N.BFF106.BM,FALSE,2024,dense settlement biome,hospital,breast milk,32.75,2.75,breast milk sample birth.MNIH50N.BFF106.BM
2104.CP708,FALSE,2104,urban biome,park,soil,-73.96098,40.79429,soil
10515.SBD3,FALSE,10515,temperate grassland biome,grassland soil,soil,-96.60806,39.0775,3_B_Dry
11116.A16A061.1196105,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample A28C073
13114.stegen.38.s005,TRUE,13114,subpolar coniferous forest biome,stratum,soil,-147.4862457,65.16138785,"Boreal forest soil sample from 1.75cm depth, in active layer above permafrost"
13114.makhalanyane.47.s004,TRUE,13114,tropical desert biome,dune,soil,15.0801,-23.7852,Dune sand from Namibia
11116.A21C091.1195273,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample L26A098
2223.338R.BC0056,FALSE,2223,temperate coniferous forest biome,forest soil,soil,105.391,40.039,01_2011_not_burned_14
14989.soil.hip.CMU.17.12.2017.10.20.day11,FALSE,14989,urban biome,research facility,soil,-108.55,39.08,11489.soil.hip.CMU.17.12.2017.10.20.day11
1642.MS00094,TRUE,1642,cropland biome,alluvial paddy field soil,soil,138.937,35.117,Bulk soil kasalath MS00094
1883.2006.347.Crump.Artic.LTREB.main.lane2.NoIndex,TRUE,1883,tundra biome,tundra,underground water,-149.576,68.6,soil water
755.SSFA.L1.D30.18.10.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.204,55.906,samples of sand from slow_sand filter water purification system
990.KA3U.A.01,TRUE,990,urban biome,field soil,Soil,-88.230357,41.840733,Block_3_Unfertilized_station_A_position_1 KA3U.A.01
11116.A05B073.1197509,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample L30A118
619.FL.3.22a.2,FALSE,619,subtropical coniferous forest biome,forest soil,soil,-81.99353439,29.68998591,soil core
11176.3x.091515.151.1,TRUE,11176,cropland biome,plant-associated habitat,rhizome,-96.48,41.22,rhizome 3x.091515.151.1
11116.C30A64.1194452,FALSE,11116,cropland biome,plant-associated habitat,soil,-82.999,39.961,sample I30A098
895.Puhimau.mat.3,FALSE,895,tropical coniferous forest biome,high temperature habitat,biofilm,-155.25,19.389,geothermal field biofilm
2382.HE003.C181.HA.3.761.bulk.9.12.lane7.NoIndex.L007.sequences,TRUE,2382,cropland biome,vineyard,soil,-72.53056,41.01036,Bulk_soil
1642.MS00296,TRUE,1642,cropland biome,alluvial paddy field soil,soil,138.937,35.117,Bulk soil kasalath MS00296
10246.BO2.I4,FALSE,10246,tundra biome,tundra,soil,70.12865,73.30943333,tundra sample BO2-I4
11116.A08D079.1195496,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample I29A069
2105.CP727.r,TRUE,2105,urban biome,park,soil,-73.95567,40.78967,CP727 soil sample from Central Park
1674.McG.F110714Jr1R4,TRUE,1674,urban biome,garden soil,soil,-73.94,40.826,NYC green roofs soil in Manhattan
1792.U473A63,TRUE,1792,cropland biome,plant-associated habitat,soil,40.11059,-88.20727,U473A63 from site CML247
14989.soil.face.UTK.K016.07.2017.Jan.17.day11,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.face.UTK.K016.07.2017.Jan.17.day11
11116.L13A101.1195535,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample A18B064
1684.59.HB.Stool,FALSE,1684,urban biome,human-associated habitat,Stool,-105.27,40.01,Human Stool
13114.myrold.5.s002,TRUE,13114,temperate coniferous forest biome,temperate coniferous forest,soil,-123.893006,45.044492,soil sample 9.Myrold5.soil.2.CHDF2
10145.3rd.4C,TRUE,10145,marine benthic biome,high tide zone,beach sand,-128.15,51.65,3rd-4C sample swash
755.SSFA.L1.D30.31.05.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.204,55.906,samples of sand from slow_sand filter water purification system
2104.CP608.r,FALSE,2104,urban biome,park,soil,-73.95345,40.79828333,soil
10156.4C4,TRUE,10156,freshwater biome,freshwater wetland,wetland soil,-76.3046583,42.3874194,wetland soil sample  4C4
2105.CP593.r,TRUE,2105,urban biome,park,soil,-73.96916,40.78503,CP593 soil sample from Central Park
10142.SoilControl.3.6.2013.Soil.ctrl.ctrlC,TRUE,10142,urban biome,research facility,soil,-95.55,30.71308,SoilControl.3.6.2013.Soil.ctrl.ctrlC
14937.S00IE0362,FALSE,14937,urban biome,farmland soil,soil,-90.68742,38.8494,soil sample A3 207/208 15
1692.Biofilm.A.E2.1.C.2012,TRUE,1692,tundra biome,dry lake,biofilm,-156.766,71.296,Biofilm A E2.1 C 2012biofilm metagenome
11116.I13A103.1197996,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample L27A064
11116.A01C082.1197541,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample A01C082
11116.A05A073.1195341,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample L07A104
1792.L27A096,TRUE,1792,cropland biome,plant-associated habitat,soil,-76.47994,42.48424,L27A096 from site CML333
2378.extended.4year.2,FALSE,2378,"Temperate grasslands, savannas, and shrubland biome",farm soil,soil,-96.682,40.81,extended.4year.2
15230.SorghumSgS29,FALSE,15230,cropland biome,farm,rhizosphere,-27.39629,-27.0454,soil sample SgS29
12201.soil.rhizosphere.I.2.magmax.H,TRUE,12201,urban biome,plant-associated habitat,soil,-117.25,32.5,A horizon soil collected from benath a pine tree directly adjacent to its roots
11116.A20B064.1194762,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample L02A095
11116.A20B082.1194156,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample L02A100
11116.A32B079.1197867,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample I11A065
14989.soil.face.UTK.K016.05.2016.10.09.day14,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.face.UTK.K016.05.2016.10.09.day14
11116.A17A082.1195380,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample I25A065
1674.McG.F110714Ch1H4,TRUE,1674,urban biome,garden soil,soil,-74.001,40.748,NYC green roofs soil in Manhattan
1521.NTP9.s.6.1.sequences,FALSE,1521,grassland biome,grassland soil,soil,-96.53,40.16,soil sample NTP9
2104.CP636,FALSE,2104,urban biome,park,soil,-73.95607,40.79902,soil
10082.v12.st2.r1,TRUE,10082,cropland biome,vineyard,Soil,-122.33882,38.29192,"soil sample from vineyard alley, at vineyard 12 site 2"
2105.CP221.r,TRUE,2105,urban biome,park,soil,-73.96507,40.77975,CP221 soil sample from Central Park
714.soil1.T5U5,FALSE,714,ENVO:terrestrial biome,ENVO:soil,soil,-105.27,40.01,untreated_soil.soil.5
10363.AC52,FALSE,10363,coniferous forest biome,rhizosphere,rhizome,-105.206044,40.6309,"Astragalus sp non HA, Cloudy Pass (non-seleniferous)"
11116.U483A61.1196433,FALSE,11116,cropland biome,plant-associated habitat,soil,-88.207,40.111,sample L25A083
10143.016.4.19.2013.Soil.ctrl.ctrlB,TRUE,10143,urban biome,research facility,soil,-95.55,30.71308,016.4.19.2013.Soil.ctrl.ctrlB
1024.HE003.C181.HA.1.355.gp.9.11.Gilbert.Merlot.miseq.S0.L001.001,TRUE,1024,cropland biome,vineyard,grapes,-72.53068,41.01036,Grapes
755.LSSF.BETA.D45.26.05.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-4.284,55.873,samples of sand from labscale_slow_sand filter with sterile sand: water purification system
13114.stegen.38.s004,TRUE,13114,subpolar coniferous forest biome,stratum,soil,-147.4860143,65.16135092,"Boreal forest soil sample from 1.75cm depth, in active layer above permafrost"
11432.Plate2.E12.ROOT.deltaSRF.,TRUE,11432,terrestrial,rhizosphere,root delta srf,-117.149,32.5228,Swab_Root
1618.AL.Exp.P7D14,FALSE,1618,urban biome,animal-associated habitat,salamander skin,-79.1844,38.5098,Salamanders in Soil
11116.I14A076.1193777,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample I11A091
2104.CP132.r,FALSE,2104,urban biome,park,soil,-73.96929,40.77098,soil
928.SR1,FALSE,928,desert biome,dry soil,soil,-120.05,34.7,soil sample SR1
1578.As.low.16to0.2,TRUE,1578,tundra biome,tundra,soil,-156.587,71.248,polygon center As.low.16to0.2
1642.MS00430,TRUE,1642,cropland biome,rice field,rhizosphere,138.937,35.117,rhizosphere W106 MS00430
2104.CP303.r,FALSE,2104,urban biome,park,soil,-73.97395,40.77669,soil
14871.NGS19.224,FALSE,14871,alpine tundra biome,proglacial,soil,12.63945479,47.12096722,Soil metagenome
864.4.CON.V.addG.noW.not.pooled.b.lane2.NoIndex,TRUE,864,montane grassland biome,steppe soil,soil,100.772,51.024,"block one-control,vegetation, grazing, n watering SOIL CORE 2(warming nt taken b/c too early in the season) 4.CON.V.addG.noW.not.pooled.b"
755.SSFA.L3.D5.21.06.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.204,55.905,samples of sand from slow_sand filter water purification system
10278.T4.F8.5,FALSE,10278,flooded grassland biome,fen,peat,-4.294913,53.310738,peat.timepoint4.fen.5cm.Droughted
755.SSFA.L1.D50.19.04.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.204,55.906,samples of sand from slow_sand filter water purification system
10561.CO2.s.6.1.sequences,FALSE,10561,forest biome,forest soil,soil,-105.3333333,40.58333333,soil CO2
10142.011.3.5.2013.Soil.LHip.SiteC,TRUE,10142,urban biome,research facility,soil,-95.55,30.71308,011.3.5.2013.Soil.LHip.SiteC
11116.L01A095.1196932,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample A16C061
1642.2BLANK,TRUE,1642,aquatic biome,water,control blank,-105.27,40.015,control sample 2BLANK
11116.L13A084.1194886,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample A19D061
14937.S00IE0221,FALSE,14937,urban biome,farmland soil,soil,-90.68742,38.8494,soil sample A3 29/30 120
1674.McG.F110714Jr3R1,TRUE,1674,urban biome,garden soil,soil,-73.94,40.826,NYC green roofs soil in Manhattan
10360.YUN3153.3,TRUE,10360,desert biome,slope,soil,-68.85686,-24.23398,sample from Yungay transect
14989.soil.ctrl.SHSU.2016.073.2016.11.11.day8,FALSE,14989,urban biome,research facility,soil,95.476,30.745,11489.soil.ctrl.SHSU.2016.073.2016.11.11.day8
2104.CP11,FALSE,2104,urban biome,park,soil,-73.97445,40.76625,soil
14937.S00IE0379,FALSE,14937,urban biome,farmland soil,soil,-90.68742,38.8494,soil sample A3 225/226 60
11176.1x.091515.137.1,TRUE,11176,cropland biome,plant-associated habitat,rhizome,-96.48,41.22,rhizome 1x.091515.137.1
14627.ERNBL4,TRUE,14627,Mangrove biome,plant-associated habitat,Leaves,-67.17510499,18.02797434,leaves
11116.L22A070.1196469,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample A26B067
10141.BLANKplate6.33,TRUE,10141,urban biome,research facility,control blank,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
1714.McG.LC210,TRUE,1714,tropical moist broadleaf forest biome,forest soil,soil,102.313,2.982,Malaysia Pasoh Landuse Logged Forest
11116.L28A069.1194042,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample L24A100
619.UT.15.17a.2,FALSE,619,temperate grassland biome,grassland,soil,-112.4557424,40.17620563,soil core
2024.birth.MNIH65O.BFF10N.BM,FALSE,2024,dense settlement biome,hospital,breast milk,32.75,2.75,breast milk sample birth.MNIH65O.BFF10N.BM
14937.S00IE0359,FALSE,14937,urban biome,farmland soil,soil,-90.68742,38.8494,soil sample A3 201/202 90
10141.D.skin.head.T1.3,TRUE,10141,urban biome,animal-associated habitat,skin,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
10142.SoilControl.3.23.2013.Soil.ctrl.ctrlC,TRUE,10142,urban biome,research facility,soil,-95.55,30.71308,SoilControl.3.23.2013.Soil.ctrl.ctrlC
11116.I24A098.1197156,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample L14A081
10141.D.cecumT2.4,TRUE,10141,urban biome,animal-associated habitat,cecum,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
11116.L15A065.1196254,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample L10.7
755.SSFB.L1.D50.18.10.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.203,55.905,samples of sand from slow_sand filter water purification system
990.KA3U.B.02,TRUE,990,urban biome,field soil,Soil,-88.230357,41.840719,Block_3_Unfertilized_station_B_position_2 KA3U.B.02
1674.McG.P110714Ch2,TRUE,1674,urban biome,garden soil,soil,-74.001,40.748,NYC park soil in Manhattan
11116.L18A064.1194225,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample I16A087
14937.S00IE0304,FALSE,14937,urban biome,farmland soil,soil,-90.68742,38.8494,soil sample A3 147/148 120
2104.CP495,FALSE,2104,urban biome,park,soil,-73.96348,40.79134,soil
11116.A18B091.1195668,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample I32A079
2104.CP251.r,FALSE,2104,urban biome,park,soil,-73.96757,40.77697,soil
2107.CR1,FALSE,2107,grassland biome,grassland soil,soil,-97.23333333,28.93333333,"Soil - Coffey Ranch, TX, USA"
1674.McG.F110714Jr5R3,TRUE,1674,urban biome,garden soil,soil,-73.94,40.826,NYC green roofs soil in Manhattan
1530.NC.2004.B4.D5.30,FALSE,1530,permafrost biome,forest soil,soil,-146.592,65.367,Nome Creek Fire year 2004  B4 Depth 40-50cm
11116.A27B076.1194341,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample C01A63
10180.J7I,FALSE,10180,cropland biome,agricultural soil,soil,-49.9042,-20.9197,J7I Soil sample
11116.A22C118.1197232,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample L04A067
2382.SH007.C6.RH.2.506.bulk.4.12.lane7.NoIndex.L007.sequences,TRUE,2382,cropland biome,vineyard,soil,-72.5285,41.01494,Bulk_soil
990.KA3U.C.09,TRUE,990,urban biome,field soil,Soil,-88.230357,41.840715,Block_3_Unfertilized_station_C_position_9 KA3U.C.09
1721.R7B,TRUE,1721,cropland biome,cultivated habitat,Soil,153.417,-28.833,barley soil sample R7B
2104.CP69.r,FALSE,2104,urban biome,park,soil,-73.97543,40.77022,soil
213.KE48,FALSE,213,temperate coniferous forest biome,forest soil,soil,-93.2,45.2,soil metagenome
11116.L31A074.1193979,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample I09A079
11116.I15.15.1195543,FALSE,11116,cropland biome,field,bulk soil,-76.502,42.444,sample A15A088
2104.CP672.r,FALSE,2104,urban biome,park,soil,-73.95245,40.7954,soil
11116.I23A074.1198190,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample A32A097
11116.I17A100.1195627,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample L12A083
353.KP.D14.4.Soil.Rep3,FALSE,353,montane shrubland biome,soil,soil,-105.27,40.01,KP day 14 4C Soil Rep3
11116.L09A095.1194681,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample I13A119
14989.soil.face.SHSU.2016.065.2016.08.29.day5,FALSE,14989,urban biome,research facility,soil,95.476,30.745,11489.soil.face.SHSU.2016.065.2016.08.29.day5
11116.L24A105.1197358,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample A28A100
11116.A20C082.1195978,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample I27A073
10346.BCD23SED,FALSE,10346,marine benthic biome,sea floor,marine sediment,-80.0971,26.1494,Soil sample from sampling site
990.KA1F.E.02,TRUE,990,urban biome,field soil,Soil,-88.230357,41.841518,Block_1_Fertilized_station_E_position_2 KA1F.E.02
11116.I.wk20.21.1196774,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample A08D118
14989.soil.face.SHSU.2016.011.2016.04.24.day10,FALSE,14989,dense settlement biome,research facility,soil,-95.476,30.745,11271.soil.face.SHSU.2016.011.2016.04.24.day10
1024.DPOO1.C1.HA.5.39.root.6.11.G1.L00,TRUE,1024,cropland biome,vineyard,roots,-72.46173,41.02556,Roots
11116.L14A092.1194695,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample U459A62
11432.Fungal.Plate.A03.Specimen.1.,TRUE,11432,terrestrial,rhizosphere,fungal isolate,-117.149,32.5228,PBS_Culture
11116.L11A105.1193806,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample L02A082
11116.I15A081.1195914,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample I20A084
11116.I19A084.1194804,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample I18A078
11116.A06C094.1196859,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample I22A066
10360.YUN1609.1,TRUE,10360,desert biome,slope,soil,-69.44242,-24.14417,sample from Yungay transect
1024.DPOO1.C1.HA.3.240.gp.9.11.Gilbert.Merlot.miseq.S0.L001.001,TRUE,1024,cropland biome,vineyard,grapes,-72.46185,41.02541,Grapes
1521.SV1.s.6.1.sequences,FALSE,1521,desert biome,dry soil,soil,-106.73,34.33,soil sample SV1
11116.I13A072.1195263,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample L22A081
14989.soil.ctrl.UTK.K016.05.2016.10.04.day9,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.ctrl.UTK.K016.05.2016.10.04.day9
10360.YUN3259.3,TRUE,10360,desert biome,slope,soil,-68.53413,-24.17038,sample from Yungay transect
990.KA1U.B.12,TRUE,990,urban biome,field soil,Soil,-88.230357,41.841519,Block_1_Unfertilized_station_B_position_12 KA1U.B.12
14989.soil.face.UTK.K016.11.2017.06.09.day16,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.face.UTK.K016.11.2017.06.09.day16
11116.L10A081.1197895,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample A29B085
1792.A19C094,TRUE,1792,cropland biome,plant-associated habitat,soil,-76.70245,42.75396,A19C094 from site CML69
11116.A07C067.1195202,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample C25A62
14989.soil.hip.CMU.16.04.2016.mo.day17,FALSE,14989,dense settlement biome,research facility,soil,-108.55,39.08,11271.soil.hip.CMU.16.04.2016.mo.day17
14989.soil.hip.UTK.K016.12.2017.06.01.day8,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.hip.UTK.K016.12.2017.06.01.day8
1642.MS00636,TRUE,1642,cropland biome,rice field,rhizosphere,138.937,35.117,rhizosphere W1514 MS00636
619.FL.3.36a.2,FALSE,619,subtropical coniferous forest biome,forest soil,soil,-81.99353439,29.68998591,soil core
11116.A11C064.1194809,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample L31A063
1035.UQ632,TRUE,1035,polar desert biome,cold temperature habitat,rocky sand,164.037,-78.132,antarctic sand
2382.DPOO1.C1.HA.1.228.root.9.11.lane1.NoIndex.L001.sequences,TRUE,2382,cropland biome,vineyard,roots,-72.46175,41.02531,Roots
10143.004.5.3.2013.Soil.LArmpit.SiteF,TRUE,10143,urban biome,research facility,soil,-95.55,30.71308,004.5.3.2013.Soil.LArmpit.SiteF
10142.011.7.8.2013.Soil.LHip.SiteC,TRUE,10142,urban biome,research facility,soil,-95.55,30.71308,011.7.8.2013.Soil.LHip.SiteC
12201.soil.bare.L.1.zymo.H,TRUE,12201,urban biome,plant-associated habitat,soil,-117.25,32.5,A horizon soil collected from the south side of the path about 40 m west of the entrance to the Scripps Coastal Reserve Biodiversity Trail; no woody plants within 20 m
11116.C26A64.1195332,FALSE,11116,cropland biome,plant-associated habitat,soil,-82.999,39.961,sample A13D100
2105.CP35,TRUE,2105,urban biome,park,soil,-73.9798,40.76974,CP35 soil sample from Central Park
14937.S00IE0204,FALSE,14937,urban biome,farmland soil,soil,-90.68664,38.8477,soil sample D5 1641/1642 30
11116.A17B118.1198058,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample I25A082
992.MU.15,FALSE,992,grasslandl biome,soil,soil,31.43333,-23.11667,"south african soils, soil metagenome"
353.KP.D14.20.Soil.Rep1a,FALSE,353,montane shrubland biome,soil,soil,-105.27,40.01,KP day 14 20C Soil Rep1
2105.CP124,TRUE,2105,urban biome,park,soil,-73.97464,40.77301,CP124 soil sample from Central Park
11116.L18A120.1197587,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample I08A082
1642.MS00540,TRUE,1642,cropland biome,rice field,rhizosphere,138.937,35.117,rhizosphere kasalath MS00540
11116.L10A092.1197935,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample A21B061
11116.A14D076.1194319,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample U535A61
14871.NGS19.110,FALSE,14871,alpine tundra biome,proglacial,soil,12.63447008,47.1276628,Soil metagenome
2104.CP700,FALSE,2104,urban biome,park,soil,-73.96045,40.79633,soil
2378.extended.control.3,FALSE,2378,"Temperate grasslands, savannas, and shrubland biome",farm soil,soil,-96.682,40.81,extended.control.3
10142.009.4.8.2013.Soil.RHip.SiteB,TRUE,10142,urban biome,research facility,soil,-95.55,30.71308,009.4.8.2013.Soil.RHip.SiteB
2223.338R.BC0053,FALSE,2223,temperate coniferous forest biome,forest soil,soil,105.391,40.039,10_2010_burned_14
10142.SoilControl.3.27.2013.Soil.ctrl.ctrlB,TRUE,10142,urban biome,research facility,soil,-95.55,30.71308,SoilControl.3.27.2013.Soil.ctrl.ctrlB
11116.L12A061.1198005,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample A30B073
1526.Stillton8R1,TRUE,1526,Large river biome,dam,soil,-110.699,37.502,GlenCanyon_sc7r1
353.Female.D3.4.Axilla.Rep3,FALSE,353,urban biome,human-associated habitat,axilla,-105.27,40.01,Female day 3 4C Axilla Rep3
11116.I14A101.1197207,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample I21A073
11116.L12A093.1196811,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample A08C100
14989.soil.ctrl.SHSU.2017.045.2017.12.24.day13,FALSE,14989,urban biome,research facility,soil,95.476,30.745,11489.soil.ctrl.SHSU.2017.045.2017.12.24.day13
1642.MS00426,TRUE,1642,cropland biome,rice field,rhizosphere,138.937,35.117,rhizosphere W106 MS00426
11116.L27A074.1193651,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample C12A66
14989.soil.ctrl.UTK.K016.12.2017.06.05.day12,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.ctrl.UTK.K016.12.2017.06.05.day12
11116.A07C088.1193678,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample C15A61
11432.Bacteria.Plate.F05.Specimen.37.,TRUE,11432,terrestrial,rhizosphere,bacteria isolate,-117.149,32.5228,PBS_Culture
11116.U441A63.1196215,FALSE,11116,cropland biome,plant-associated habitat,soil,-88.207,40.111,sample L15A064
10346.BCH21SED,FALSE,10346,marine benthic biome,sea floor,marine sediment,-80.0971,26.1494,Soil sample from sampling site
11116.C06A62.1197772,FALSE,11116,cropland biome,plant-associated habitat,soil,-82.999,39.961,sample L29A077
15230.SorghumSgS4,FALSE,15230,cropland biome,farm,rhizosphere,-27.39629,-27.0454,soil sample SgS4
11116.I09A083.1196037,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample I26A076
2024.final.MNIH97NP.BFG10R.BM,FALSE,2024,dense settlement biome,hospital,breast milk,32.75,2.75,breast milk sample final.MNIH97NP.BFG10R.BM
14989.soil.hip.CMU.17.10.2017.08.19.day11,FALSE,14989,urban biome,research facility,soil,-108.55,39.08,11489.soil.hip.CMU.17.10.2017.08.19.day11
755.LSSF.BETA.D30.14.07.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-4.284,55.873,samples of sand from labscale_slow_sand filter with sterile sand: water purification system
10141.F.skin.body.T6.1,TRUE,10141,urban biome,animal-associated habitat,skin,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
12201.soil.rhizosphere.I.1.microbiome.H,TRUE,12201,urban biome,plant-associated habitat,soil,-117.25,32.5,A horizon soil collected from benath a pine tree directly adjacent to its roots
755.SSFB.L1.D10.20.09.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.203,55.905,samples of sand from slow_sand filter water purification system
14989.soil.face.UTK.K016.01.2016.04.08.day4,FALSE,14989,dense settlement biome,research facility,soil,-83.939774,35.940959,11271.soil.face.UTK.K016.01.2016.04.08.day4
1889.soil1.T3S5,TRUE,1889,urban biome,soil,soil,-105.27,40.01,sterile_soil.soil.3
990.KA2U.C.18,TRUE,990,urban biome,field soil,Soil,-88.230357,41.841121,Block_2_Unfertilized_station_C_position_18 KA2U.C.18
10141.F.CTRL.soil.T7.3,TRUE,10141,Temperate coniferous forest biome,agricultural soil,soil,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
11116.A12C082.1195597,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample A12C082
11116.I20A103.1195372,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample I16A078
755.LSSF.BETA.D20.16.06.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-4.284,55.873,samples of sand from labscale_slow_sand filter with sterile sand: water purification system
11116.C31A61.1195644,FALSE,11116,cropland biome,plant-associated habitat,soil,-82.999,39.961,sample L22A067
755.SSFA.L2.D30.31.05.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.204,55.906,samples of sand from slow_sand filter water purification system
11116.I20A091.1194866,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample I16A066
2105.CP492.r,TRUE,2105,urban biome,park,soil,-73.96349,40.79278,CP492 soil sample from Central Park
